MOVIE,QUESTION1,QUESTION2,QUESTION3,QUESTION4,QUESTION5
Up (2009),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Up (2009),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Up (2009),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Up (2009),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Up (2009),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Up (2009),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Up (2009),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Up (2009),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Up (2009),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Unforgiven (1992),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Unforgiven (1992),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Unforgiven (1992),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Unforgiven (1992),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Unforgiven (1992),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Unforgiven (1992),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Unforgiven (1992),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Unforgiven (1992),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Unforgiven (1992),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Unforgiven (1992),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Unforgiven (1992),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Unforgiven (1992),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Logan (2017),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Logan (2017),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Logan (2017),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Logan (2017),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Logan (2017),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Logan (2017),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Logan (2017),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Logan (2017),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Logan (2017),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Logan (2017),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Logan (2017),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Logan (2017),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Raging Bull (1980),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Raging Bull (1980),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Raging Bull (1980),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Raging Bull (1980),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Raging Bull (1980),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Raging Bull (1980),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Raging Bull (1980),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Raging Bull (1980),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Raging Bull (1980),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Raging Bull (1980),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Raging Bull (1980),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Raging Bull (1980),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Heat (1995),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Heat (1995),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Heat (1995),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Heat (1995),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Heat (1995),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Heat (1995),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Heat (1995),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Heat (1995),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Heat (1995),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Heat (1995),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Heat (1995),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Heat (1995),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Die Hard (1988),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Die Hard (1988),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Die Hard (1988),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
